Bait	Prey	PreyGene	IP	Intensity	IntensitySum	NumRep	Prob	iProb	ctrlIntensity	AvgP	MaxP	FDR
MEPCE	gi|33469917|gn|MCM4:4173|	gi|33469917|gn|MCM4:4173|	46_Swath_MEPCEJune7-Biorep3	1.149	1.149	1	0.00	0.00	0.97	0.0000	0.0000	0.9404
MEPCE	gi|21626466|gn|MATR3:9782|	gi|21626466|gn|MATR3:9782|	46_Swath_MEPCEJune7-Biorep3	0.367	0.367	1	0.00	0.00	1.73	0.0000	0.0000	0.9404
MEPCE	gi|11225260|gn|TOP1:7150|	gi|11225260|gn|TOP1:7150|	46_Swath_MEPCEJune7-Biorep3	1.119	1.119	1	0.00	0.00	0.89	0.0000	0.0000	0.9404
MEPCE	gi|148664201|gn|CKAP2:26586|	gi|148664201|gn|CKAP2:26586|	46_Swath_MEPCEJune7-Biorep3	0.114	0.114	1	0.06	0.06	.	0.0600	0.0600	0.3643
MEPCE	gi|24430155|gn|PSMC4:5704|	gi|24430155|gn|PSMC4:5704|	46_Swath_MEPCEJune7-Biorep3	0.990	0.990	1	0.00	0.00	1.74	0.0000	0.0000	0.9404
MEPCE	gi|224586882|gn|YBX3:8531|	gi|224586882|gn|YBX3:8531|	46_Swath_MEPCEJune7-Biorep3	1.993	1.993	1	0.00	0.00	2.26	0.0000	0.0000	0.9404
MEPCE	gi|4506623|gn|RPL27:6155|	gi|4506623|gn|RPL27:6155|	46_Swath_MEPCEJune7-Biorep3	1.431	1.431	1	0.96	0.96	.	0.9620	0.9620	0.0193
MEPCE	gi|14591909|gn|RPL5:6125|	gi|14591909|gn|RPL5:6125|	46_Swath_MEPCEJune7-Biorep3	1.173	1.173	1	0.07	0.07	0.50	0.0740	0.0740	0.3536
MEPCE	gi|394582093|gn|MCM3:4172|	gi|394582093|gn|MCM3:4172|	46_Swath_MEPCEJune7-Biorep3	0.790	0.790	1	0.00	0.00	0.51	0.0000	0.0000	0.9404
MEPCE	gi|10645195|gn|HIST1H2AE:3012|	gi|10645195|gn|HIST1H2AE:3012|	46_Swath_MEPCEJune7-Biorep3	0.718	0.718	1	0.13	0.13	0.26	0.1300	0.1300	0.3214
MEPCE	gi|4759034|gn|ETF1:2107|	gi|4759034|gn|ETF1:2107|	46_Swath_MEPCEJune7-Biorep3	0.347	0.347	1	0.00	0.00	0.26	0.0000	0.0000	0.9404
MEPCE	gi|18104948|gn|RPL21:6144|	gi|18104948|gn|RPL21:6144|	46_Swath_MEPCEJune7-Biorep3	1.240	1.240	1	0.98	0.98	.	0.9840	0.9840	0.0113
MEPCE	gi|13027644|gn|SNRPN:6638|	gi|13027644|gn|SNRPN:6638|	46_Swath_MEPCEJune7-Biorep3	2.408	2.408	1	0.02	0.02	1.24	0.0220	0.0220	0.4105
MEPCE	gi|48255889|gn|PRKCSH:5589|	gi|48255889|gn|PRKCSH:5589|	46_Swath_MEPCEJune7-Biorep3	1.104	1.104	1	0.00	0.00	0.85	0.0020	0.0020	0.6137
MEPCE	gi|7706322|gn|C14orf166:51637|	gi|7706322|gn|C14orf166:51637|	46_Swath_MEPCEJune7-Biorep3	1.092	1.092	1	0.00	0.00	1.93	0.0000	0.0000	0.9404
MEPCE	gi|188497756|gn|UBAP2L:9898|	gi|188497756|gn|UBAP2L:9898|	46_Swath_MEPCEJune7-Biorep3	1.476	1.476	1	0.00	0.00	1.83	0.0000	0.0000	0.9404
MEPCE	gi|25777602|gn|PSMD2:5708|	gi|25777602|gn|PSMD2:5708|	46_Swath_MEPCEJune7-Biorep3	1.021	1.021	1	0.00	0.00	1.65	0.0000	0.0000	0.9404
MEPCE	gi|157502193|gn|PSMD13:5719|	gi|157502193|gn|PSMD13:5719|	46_Swath_MEPCEJune7-Biorep3	0.448	0.448	1	0.00	0.00	0.81	0.0000	0.0000	0.9404
MEPCE	gi|10800138|gn|HIST1H2BD:3017|	gi|10800138|gn|HIST1H2BD:3017|	46_Swath_MEPCEJune7-Biorep3	0.457	0.457	1	0.00	0.00	0.27	0.0020	0.0020	0.6137
MEPCE	gi|22538465|gn|PSMB3:5691|	gi|22538465|gn|PSMB3:5691|	46_Swath_MEPCEJune7-Biorep3	0.685	0.685	1	0.00	0.00	0.84	0.0000	0.0000	0.9404
MEPCE	gi|15011936|gn|RPS26:6231|	gi|15011936|gn|RPS26:6231|	46_Swath_MEPCEJune7-Biorep3	1.956	1.956	1	0.00	0.00	2.21	0.0000	0.0000	0.9404
MEPCE	P02769	P02769	46_Swath_MEPCEJune7-Biorep3	0.760	0.760	1	0.00	0.00	0.61	0.0020	0.0020	0.6137
MEPCE	gi|5174529|gn|MAT2A:4144|	gi|5174529|gn|MAT2A:4144|	46_Swath_MEPCEJune7-Biorep3	0.386	0.386	1	0.00	0.00	0.40	0.0000	0.0000	0.9404
MEPCE	gi|301171467|gn|DDX3X:1654|	gi|301171467|gn|DDX3X:1654|	46_Swath_MEPCEJune7-Biorep3	2.835	2.835	1	0.00	0.00	8.27	0.0000	0.0000	0.9404
MEPCE	gi|4503483|gn|EEF2:1938|	gi|4503483|gn|EEF2:1938|	46_Swath_MEPCEJune7-Biorep3	1.509	1.509	1	0.00	0.00	2.35	0.0000	0.0000	0.9404
MEPCE	gi|222136639|gn|MTHFD1:4522|	gi|222136639|gn|MTHFD1:4522|	46_Swath_MEPCEJune7-Biorep3	1.443	1.443	1	0.00	0.00	1.24	0.0020	0.0020	0.6137
MEPCE	gi|11136628|gn|EEF1B2:1933|	gi|11136628|gn|EEF1B2:1933|	46_Swath_MEPCEJune7-Biorep3	1.514	1.514	1	0.00	0.00	1.54	0.0000	0.0000	0.9404
MEPCE	gi|4506613|gn|RPL22:6146|	gi|4506613|gn|RPL22:6146|	46_Swath_MEPCEJune7-Biorep3	1.930	1.930	1	0.01	0.01	1.13	0.0060	0.0060	0.5083
MEPCE	gi|4506687|gn|RPS15:6209|	gi|4506687|gn|RPS15:6209|	46_Swath_MEPCEJune7-Biorep3	1.341	1.341	1	0.00	0.00	1.19	0.0000	0.0000	0.9404
MEPCE	gi|29788785|gn|TUBB:203068|	gi|29788785|gn|TUBB:203068|	46_Swath_MEPCEJune7-Biorep3	5.814	5.814	1	0.00	0.00	7.05	0.0000	0.0000	0.9404
MEPCE	gi|4506203|gn|PSMB7:5695|	gi|4506203|gn|PSMB7:5695|	46_Swath_MEPCEJune7-Biorep3	0.710	0.710	1	0.00	0.00	0.56	0.0000	0.0000	0.9404
MEPCE	gi|30795212|gn|IGF2BP3:10643|	gi|30795212|gn|IGF2BP3:10643|	46_Swath_MEPCEJune7-Biorep3	0.109	0.109	1	0.00	0.00	0.67	0.0000	0.0000	0.9404
MEPCE	gi|108773782|gn|ABCE1:6059|	gi|108773782|gn|ABCE1:6059|	46_Swath_MEPCEJune7-Biorep3	0.219	0.219	1	0.00	0.00	0.71	0.0000	0.0000	0.9404
MEPCE	gi|4506685|gn|RPS13:6207|	gi|4506685|gn|RPS13:6207|	46_Swath_MEPCEJune7-Biorep3	2.222	2.222	1	0.00	0.00	2.56	0.0000	0.0000	0.9404
MEPCE	gi|4506621|gn|RPL26:6154|	gi|4506621|gn|RPL26:6154|	46_Swath_MEPCEJune7-Biorep3	1.739	1.739	1	0.01	0.01	0.97	0.0140	0.0140	0.4469
MEPCE	gi|4504897|gn|KPNA2:3838|	gi|4504897|gn|KPNA2:3838|	46_Swath_MEPCEJune7-Biorep3	3.865	3.865	1	0.76	0.76	0.65	0.7640	0.7640	0.0800
MEPCE	gi|8923900|gn|CMAS:55907|	gi|8923900|gn|CMAS:55907|	46_Swath_MEPCEJune7-Biorep3	2.309	2.309	1	0.80	0.80	0.21	0.7980	0.7980	0.0733
MEPCE	gi|4506629|gn|RPL29:6159|	gi|4506629|gn|RPL29:6159|	46_Swath_MEPCEJune7-Biorep3	1.162	1.162	1	0.26	0.26	0.37	0.2620	0.2620	0.2733
MEPCE	gi|24475847|gn|IVNS1ABP:10625|	gi|24475847|gn|IVNS1ABP:10625|	46_Swath_MEPCEJune7-Biorep3	2.382	2.382	1	0.00	0.00	1.72	0.0020	0.0020	0.6137
MEPCE	gi|50659095|gn|DDX21:9188|	gi|50659095|gn|DDX21:9188|	46_Swath_MEPCEJune7-Biorep3	1.401	1.401	1	0.00	0.00	0.97	0.0020	0.0020	0.6137
MEPCE	gi|349732256|gn|TXN:7295|	gi|349732256|gn|TXN:7295|	46_Swath_MEPCEJune7-Biorep3	0.621	0.621	1	0.00	0.00	0.48	0.0000	0.0000	0.9404
MEPCE	gi|151101404|gn|PTMA:5757|	gi|151101404|gn|PTMA:5757|	46_Swath_MEPCEJune7-Biorep3	0.661	0.661	1	0.00	0.00	0.80	0.0000	0.0000	0.9404
MEPCE	gi|116812575|gn|YTHDF2:51441|	gi|116812575|gn|YTHDF2:51441|	46_Swath_MEPCEJune7-Biorep3	0.228	0.228	1	0.00	0.00	0.32	0.0000	0.0000	0.9404
MEPCE	gi|33350932|gn|DYNC1H1:1778|	gi|33350932|gn|DYNC1H1:1778|	46_Swath_MEPCEJune7-Biorep3	0.633	0.633	1	0.00	0.00	0.61	0.0000	0.0000	0.9404
MEPCE	gi|32189392|gn|PRDX2:7001|	gi|32189392|gn|PRDX2:7001|	46_Swath_MEPCEJune7-Biorep3	1.257	1.257	1	0.00	0.00	1.79	0.0000	0.0000	0.9404
MEPCE	gi|115298668|gn|SNRNP40:9410|	gi|115298668|gn|SNRNP40:9410|	46_Swath_MEPCEJune7-Biorep3	0.194	0.194	1	0.04	0.04	.	0.0440	0.0440	0.3749
MEPCE	gi|4503521|gn|EIF3E:3646|	gi|4503521|gn|EIF3E:3646|	46_Swath_MEPCEJune7-Biorep3	0.985	0.985	1	0.00	0.00	7.18	0.0000	0.0000	0.9404
MEPCE	gi|25777713|gn|SKP1:6500|	gi|25777713|gn|SKP1:6500|	46_Swath_MEPCEJune7-Biorep3	0.461	0.461	1	0.00	0.00	0.38	0.0000	0.0000	0.9404
MEPCE	gi|14165464|gn|PTBP1:5725|	gi|14165464|gn|PTBP1:5725|	46_Swath_MEPCEJune7-Biorep3	0.531	0.531	1	0.00	0.00	2.55	0.0000	0.0000	0.9404
MEPCE	gi|222144293|gn|KPNA1:3836|	gi|222144293|gn|KPNA1:3836|	46_Swath_MEPCEJune7-Biorep3	0.322	0.322	1	0.00	0.00	0.28	0.0000	0.0000	0.9404
MEPCE	gi|145580626|gn|E2F7:144455|	gi|145580626|gn|E2F7:144455|	46_Swath_MEPCEJune7-Biorep3	0.471	0.471	1	0.00	0.00	0.34	0.0040	0.0040	0.5549
MEPCE	gi|4507127|gn|SNRPC:6631|	gi|4507127|gn|SNRPC:6631|	46_Swath_MEPCEJune7-Biorep3	0.384	0.384	1	0.00	0.00	0.36	0.0000	0.0000	0.9404
MEPCE	gi|21361181|gn|ATP1A1:476|	gi|21361181|gn|ATP1A1:476|	46_Swath_MEPCEJune7-Biorep3	0.456	0.456	1	0.44	0.44	0.13	0.4400	0.4400	0.2174
MEPCE	gi|24307919|gn|SNRNP27:11017|	gi|24307919|gn|SNRNP27:11017|	46_Swath_MEPCEJune7-Biorep3	1.650	1.650	1	0.03	0.03	0.83	0.0280	0.0280	0.3957
MEPCE	gi|4506643|gn|RPL37A:6168|	gi|4506643|gn|RPL37A:6168|	46_Swath_MEPCEJune7-Biorep3	0.292	0.292	1	0.71	0.71	.	0.7080	0.7080	0.1153
MEPCE	gi|40254924|gn|LRRC59:55379|	gi|40254924|gn|LRRC59:55379|	46_Swath_MEPCEJune7-Biorep3	1.206	1.206	1	0.02	0.02	0.64	0.0200	0.0200	0.4200
MEPCE	gi|24431950|gn|PRPF4:9128|	gi|24431950|gn|PRPF4:9128|	46_Swath_MEPCEJune7-Biorep3	4.304	4.304	1	0.98	0.98	.	0.9800	0.9800	0.0122
MEPCE	gi|5032051|gn|RPS14:6208|	gi|5032051|gn|RPS14:6208|	46_Swath_MEPCEJune7-Biorep3	3.345	3.345	1	0.00	0.00	3.20	0.0000	0.0000	0.9404
MEPCE	gi|83281438|gn|EIF3J:8669|	gi|83281438|gn|EIF3J:8669|	46_Swath_MEPCEJune7-Biorep3	0.202	0.202	1	0.00	0.00	4.02	0.0000	0.0000	0.9404
MEPCE	gi|168229174|gn|RBM27:54439|	gi|168229174|gn|RBM27:54439|	46_Swath_MEPCEJune7-Biorep3	0.618	0.618	1	0.01	0.01	0.37	0.0080	0.0080	0.4906
MEPCE	gi|4506133|gn|PRPSAP2:5636|	gi|4506133|gn|PRPSAP2:5636|	46_Swath_MEPCEJune7-Biorep3	1.751	1.751	1	0.00	0.00	1.33	0.0000	0.0000	0.9404
MEPCE	gi|4506669|gn|RPLP1:6176|	gi|4506669|gn|RPLP1:6176|	46_Swath_MEPCEJune7-Biorep3	0.990	0.990	1	0.96	0.96	.	0.9560	0.9560	0.0227
MEPCE	gi|110347418|gn|SMC2:10592|	gi|110347418|gn|SMC2:10592|	46_Swath_MEPCEJune7-Biorep3	0.619	0.619	1	0.00	0.00	0.64	0.0000	0.0000	0.9404
MEPCE	gi|4506407|gn|RANBP1:5902|	gi|4506407|gn|RANBP1:5902|	46_Swath_MEPCEJune7-Biorep3	0.327	0.327	1	0.00	0.00	0.52	0.0000	0.0000	0.9404
MEPCE	gi|4503729|gn|FKBP4:2288|	gi|4503729|gn|FKBP4:2288|	46_Swath_MEPCEJune7-Biorep3	1.071	1.071	1	0.00	0.00	1.83	0.0000	0.0000	0.9404
MEPCE	gi|217272892|gn|EFTUD2:9343|	gi|217272892|gn|EFTUD2:9343|	46_Swath_MEPCEJune7-Biorep3	2.481	2.481	1	0.02	0.02	1.47	0.0160	0.0160	0.4292
MEPCE	gi|14269586|gn|MRPS26:64949|	gi|14269586|gn|MRPS26:64949|	46_Swath_MEPCEJune7-Biorep3	0.356	0.356	1	0.45	0.45	.	0.4540	0.4540	0.2042
MEPCE	gi|14670350|gn|GTF2I:2969|	gi|14670350|gn|GTF2I:2969|	46_Swath_MEPCEJune7-Biorep3	3.182	3.182	1	0.00	0.00	2.63	0.0000	0.0000	0.9404
MEPCE	gi|21361657|gn|PDIA3:2923|	gi|21361657|gn|PDIA3:2923|	46_Swath_MEPCEJune7-Biorep3	0.272	0.272	1	0.00	0.00	0.61	0.0000	0.0000	0.9404
MEPCE	gi|14141161|gn|HNRNPU:3192|	gi|14141161|gn|HNRNPU:3192|	46_Swath_MEPCEJune7-Biorep3	2.274	2.274	1	0.00	0.00	2.54	0.0000	0.0000	0.9404
MEPCE	gi|24497435|gn|PSMC5:5705|	gi|24497435|gn|PSMC5:5705|	46_Swath_MEPCEJune7-Biorep3	1.318	1.318	1	0.00	0.00	1.98	0.0000	0.0000	0.9404
MEPCE	gi|13699824|gn|KIF11:3832|	gi|13699824|gn|KIF11:3832|	46_Swath_MEPCEJune7-Biorep3	2.739	2.739	1	0.00	0.00	2.10	0.0000	0.0000	0.9404
MEPCE	gi|4506455|gn|RCN1:5954|	gi|4506455|gn|RCN1:5954|	46_Swath_MEPCEJune7-Biorep3	0.144	0.144	1	0.11	0.11	.	0.1120	0.1120	0.3377
MEPCE	gi|15055539|gn|RPS2:6187|	gi|15055539|gn|RPS2:6187|	46_Swath_MEPCEJune7-Biorep3	2.817	2.817	1	0.00	0.00	3.16	0.0000	0.0000	0.9404
MEPCE	gi|4506671|gn|RPLP2:6181|	gi|4506671|gn|RPLP2:6181|	46_Swath_MEPCEJune7-Biorep3	3.011	3.011	1	0.43	0.43	0.84	0.4260	0.4260	0.2218
MEPCE	gi|91206456|gn|FAM133B:257415|	gi|91206456|gn|FAM133B:257415|	46_Swath_MEPCEJune7-Biorep3	1.536	1.536	1	0.45	0.45	0.43	0.4520	0.4520	0.2086
MEPCE	gi|208431833|gn|PABPC4:8761|	gi|208431833|gn|PABPC4:8761|	46_Swath_MEPCEJune7-Biorep3	0.617	0.617	1	0.00	0.00	5.21	0.0000	0.0000	0.9404
MEPCE	gi|61676188|gn|HUWE1:10075|	gi|61676188|gn|HUWE1:10075|	46_Swath_MEPCEJune7-Biorep3	0.313	0.313	1	0.00	0.00	0.27	0.0000	0.0000	0.9404
MEPCE	gi|148536853|gn|COPA:1314|	gi|148536853|gn|COPA:1314|	46_Swath_MEPCEJune7-Biorep3	0.685	0.685	1	0.00	0.00	0.57	0.0000	0.0000	0.9404
MEPCE	gi|291575128|gn|LDHB:3945|	gi|291575128|gn|LDHB:3945|	46_Swath_MEPCEJune7-Biorep3	1.827	1.827	1	0.00	0.00	2.04	0.0000	0.0000	0.9404
MEPCE	gi|78000181|gn|RPL14:9045|	gi|78000181|gn|RPL14:9045|	46_Swath_MEPCEJune7-Biorep3	1.375	1.375	1	0.93	0.93	.	0.9260	0.9260	0.0266
MEPCE	gi|112293285|gn|SPIN1:10927|	gi|112293285|gn|SPIN1:10927|	46_Swath_MEPCEJune7-Biorep3	0.894	0.894	1	0.31	0.31	0.27	0.3080	0.3080	0.2682
MEPCE	gi|11321591|gn|HMGB2:3148|	gi|11321591|gn|HMGB2:3148|	46_Swath_MEPCEJune7-Biorep3	0.888	0.888	1	0.00	0.00	0.62	0.0000	0.0000	0.9404
MEPCE	gi|18105007|gn|CAD:790|	gi|18105007|gn|CAD:790|	46_Swath_MEPCEJune7-Biorep3	0.905	0.905	1	0.00	0.00	0.86	0.0000	0.0000	0.9404
MEPCE	gi|4504971|gn|LDB2:9079|	gi|4504971|gn|LDB2:9079|	46_Swath_MEPCEJune7-Biorep3	0.927	0.927	1	0.79	0.79	.	0.7920	0.7920	0.0764
MEPCE	gi|4503659|gn|FAU:2197|	gi|4503659|gn|FAU:2197|	46_Swath_MEPCEJune7-Biorep3	1.639	1.639	1	0.00	0.00	1.79	0.0000	0.0000	0.9404
MEPCE	gi|4758024|gn|COIL:8161|	gi|4758024|gn|COIL:8161|	46_Swath_MEPCEJune7-Biorep3	0.947	0.947	1	0.70	0.70	.	0.6960	0.6960	0.1219
MEPCE	gi|5032027|gn|RBBP4:5928|	gi|5032027|gn|RBBP4:5928|	46_Swath_MEPCEJune7-Biorep3	0.624	0.624	1	0.00	0.00	0.58	0.0000	0.0000	0.9404
MEPCE	gi|5453597|gn|CAPZA1:829|	gi|5453597|gn|CAPZA1:829|	46_Swath_MEPCEJune7-Biorep3	0.277	0.277	1	0.00	0.00	0.32	0.0000	0.0000	0.9404
MEPCE	gi|5803227|gn|YWHAQ:10971|	gi|5803227|gn|YWHAQ:10971|	46_Swath_MEPCEJune7-Biorep3	2.151	2.151	1	0.00	0.00	2.41	0.0000	0.0000	0.9404
MEPCE	gi|148470397|gn|HNRNPF:3185|	gi|148470397|gn|HNRNPF:3185|	46_Swath_MEPCEJune7-Biorep3	1.099	1.099	1	0.00	0.00	1.53	0.0000	0.0000	0.9404
MEPCE	gi|223555975|gn|TPM4:7171|	gi|223555975|gn|TPM4:7171|	46_Swath_MEPCEJune7-Biorep3	0.990	0.990	1	0.00	0.00	1.25	0.0000	0.0000	0.9404
MEPCE	gi|24762236|gn|PRPF38A:84950|	gi|24762236|gn|PRPF38A:84950|	46_Swath_MEPCEJune7-Biorep3	0.326	0.326	1	0.56	0.56	0.08	0.5640	0.5640	0.1702
MEPCE	gi|4503571|gn|ENO1:2023|	gi|4503571|gn|ENO1:2023|	46_Swath_MEPCEJune7-Biorep3	3.114	3.114	1	0.00	0.00	3.64	0.0000	0.0000	0.9404
MEPCE	gi|48762932|gn|CCT8:10694|	gi|48762932|gn|CCT8:10694|	46_Swath_MEPCEJune7-Biorep3	2.638	2.638	1	0.00	0.00	2.94	0.0000	0.0000	0.9404
MEPCE	gi|4502491|gn|C1QBP:708|	gi|4502491|gn|C1QBP:708|	46_Swath_MEPCEJune7-Biorep3	16.892	16.892	1	0.90	0.90	2.90	0.9020	0.9020	0.0445
MEPCE	gi|208973238|gn|YWHAZ:7534|	gi|208973238|gn|YWHAZ:7534|	46_Swath_MEPCEJune7-Biorep3	2.590	2.590	1	0.00	0.00	2.84	0.0000	0.0000	0.9404
MEPCE	gi|124256496|gn|HSPA1L:3305|	gi|124256496|gn|HSPA1L:3305|	46_Swath_MEPCEJune7-Biorep3	0.470	0.470	1	0.00	0.00	0.55	0.0000	0.0000	0.9404
MEPCE	gi|21464101|gn|YWHAG:7532|	gi|21464101|gn|YWHAG:7532|	46_Swath_MEPCEJune7-Biorep3	2.246	2.246	1	0.00	0.00	2.54	0.0000	0.0000	0.9404
MEPCE	gi|4506129|gn|PRPS2:5634|	gi|4506129|gn|PRPS2:5634|	46_Swath_MEPCEJune7-Biorep3	2.276	2.276	1	0.00	0.00	2.07	0.0000	0.0000	0.9404
MEPCE	gi|4506605|gn|RPL23:9349|	gi|4506605|gn|RPL23:9349|	46_Swath_MEPCEJune7-Biorep3	1.257	1.257	1	0.00	0.00	1.51	0.0000	0.0000	0.9404
MEPCE	gi|14249678|gn|RBM17:84991|	gi|14249678|gn|RBM17:84991|	46_Swath_MEPCEJune7-Biorep3	0.364	0.364	1	0.76	0.76	.	0.7560	0.7560	0.0905
MEPCE	gi|55956919|gn|HNRNPAB:3182|	gi|55956919|gn|HNRNPAB:3182|	46_Swath_MEPCEJune7-Biorep3	1.181	1.181	1	0.00	0.00	1.00	0.0000	0.0000	0.9404
MEPCE	gi|21536286|gn|CKB:1152|	gi|21536286|gn|CKB:1152|	46_Swath_MEPCEJune7-Biorep3	2.839	2.839	1	0.00	0.00	3.38	0.0000	0.0000	0.9404
MEPCE	gi|4758556|gn|PRPF3:9129|	gi|4758556|gn|PRPF3:9129|	46_Swath_MEPCEJune7-Biorep3	4.167	4.167	1	0.99	0.99	.	0.9920	0.9920	0.0065
MEPCE	gi|21396489|gn|LONP1:9361|	gi|21396489|gn|LONP1:9361|	46_Swath_MEPCEJune7-Biorep3	0.205	0.205	1	0.48	0.48	.	0.4800	0.4800	0.1909
MEPCE	gi|145309309|gn|USP9X:8239|	gi|145309309|gn|USP9X:8239|	46_Swath_MEPCEJune7-Biorep3	0.440	0.440	1	0.00	0.00	0.41	0.0000	0.0000	0.9404
MEPCE	gi|4506681|gn|RPS11:6205|	gi|4506681|gn|RPS11:6205|	46_Swath_MEPCEJune7-Biorep3	2.610	2.610	1	0.00	0.00	2.66	0.0000	0.0000	0.9404
MEPCE	gi|6005942|gn|VCP:7415|	gi|6005942|gn|VCP:7415|	46_Swath_MEPCEJune7-Biorep3	4.355	4.355	1	0.00	0.00	4.10	0.0000	0.0000	0.9404
MEPCE	gi|68509926|gn|DHX15:1665|	gi|68509926|gn|DHX15:1665|	46_Swath_MEPCEJune7-Biorep3	1.243	1.243	1	0.03	0.03	0.59	0.0280	0.0280	0.3957
MEPCE	gi|38327625|gn|CS:1431|	gi|38327625|gn|CS:1431|	46_Swath_MEPCEJune7-Biorep3	1.620	1.620	1	0.01	0.01	1.09	0.0080	0.0080	0.4906
MEPCE	gi|4506725|gn|RPS4X:6191|	gi|4506725|gn|RPS4X:6191|	46_Swath_MEPCEJune7-Biorep3	3.366	3.365	1	0.00	0.00	3.37	0.0000	0.0000	0.9404
MEPCE	gi|16933546|gn|RPLP0:6175|	gi|16933546|gn|RPLP0:6175|	46_Swath_MEPCEJune7-Biorep3	2.114	2.114	1	0.63	0.63	0.31	0.6340	0.6340	0.1430
MEPCE	gi|4506699|gn|RPS21:6227|	gi|4506699|gn|RPS21:6227|	46_Swath_MEPCEJune7-Biorep3	1.249	1.249	1	0.00	0.00	1.73	0.0000	0.0000	0.9404
MEPCE	gi|39930375|gn|ENAH:55740|	gi|39930375|gn|ENAH:55740|	46_Swath_MEPCEJune7-Biorep3	0.177	0.177	1	0.00	0.00	0.31	0.0000	0.0000	0.9404
MEPCE	gi|14141193|gn|RPS9:6203|	gi|14141193|gn|RPS9:6203|	46_Swath_MEPCEJune7-Biorep3	3.322	3.322	1	0.00	0.00	3.04	0.0000	0.0000	0.9404
MEPCE	gi|42558250|gn|CAPRIN1:4076|	gi|42558250|gn|CAPRIN1:4076|	46_Swath_MEPCEJune7-Biorep3	1.026	1.026	1	0.00	0.00	1.83	0.0000	0.0000	0.9404
MEPCE	gi|4506743|gn|RPS8:6202|	gi|4506743|gn|RPS8:6202|	46_Swath_MEPCEJune7-Biorep3	3.243	3.243	1	0.00	0.00	2.96	0.0000	0.0000	0.9404
MEPCE	gi|13129110|gn|WDR77:79084|	gi|13129110|gn|WDR77:79084|	46_Swath_MEPCEJune7-Biorep3	4.940	4.940	1	0.07	0.07	2.41	0.0660	0.0660	0.3589
MEPCE	gi|7669492|gn|GAPDH:2597|	gi|7669492|gn|GAPDH:2597|	46_Swath_MEPCEJune7-Biorep3	5.921	5.921	1	0.00	0.00	5.58	0.0000	0.0000	0.9404
MEPCE	gi|209862831|gn|ANXA2:302|	gi|209862831|gn|ANXA2:302|	46_Swath_MEPCEJune7-Biorep3	0.464	0.464	1	0.56	0.56	.	0.5620	0.5620	0.1740
MEPCE	gi|14043072|gn|HNRNPA2B1:3181|	gi|14043072|gn|HNRNPA2B1:3181|	46_Swath_MEPCEJune7-Biorep3	2.964	2.964	1	0.00	0.00	3.38	0.0000	0.0000	0.9404
MEPCE	gi|14110407|gn|HNRNPDL:9987|	gi|14110407|gn|HNRNPDL:9987|	46_Swath_MEPCEJune7-Biorep3	0.195	0.195	1	0.00	0.00	0.41	0.0000	0.0000	0.9404
MEPCE	gi|38327039|gn|HSPA4:3308|	gi|38327039|gn|HSPA4:3308|	46_Swath_MEPCEJune7-Biorep3	0.980	0.980	1	0.00	0.00	1.17	0.0000	0.0000	0.9404
MEPCE	gi|5729953|gn|NUDC:10726|	gi|5729953|gn|NUDC:10726|	46_Swath_MEPCEJune7-Biorep3	0.934	0.934	1	0.00	0.00	1.09	0.0000	0.0000	0.9404
MEPCE	gi|7657015|gn|RTCB:51493|	gi|7657015|gn|RTCB:51493|	46_Swath_MEPCEJune7-Biorep3	1.381	1.381	1	0.00	0.00	2.22	0.0000	0.0000	0.9404
MEPCE	gi|5031635|gn|CFL1:1072|	gi|5031635|gn|CFL1:1072|	46_Swath_MEPCEJune7-Biorep3	0.719	0.719	1	0.00	0.00	1.02	0.0000	0.0000	0.9404
MEPCE	gi|21361794|gn|CAND1:55832|	gi|21361794|gn|CAND1:55832|	46_Swath_MEPCEJune7-Biorep3	0.543	0.543	1	0.00	0.00	0.72	0.0000	0.0000	0.9404
MEPCE	gi|283135173|gn|FUS:2521|	gi|283135173|gn|FUS:2521|	46_Swath_MEPCEJune7-Biorep3	4.695	4.695	1	0.00	0.00	3.95	0.0020	0.0020	0.6137
MEPCE	gi|4503519|gn|EIF3F:8665|	gi|4503519|gn|EIF3F:8665|	46_Swath_MEPCEJune7-Biorep3	0.933	0.933	1	0.00	0.00	8.45	0.0000	0.0000	0.9404
MEPCE	gi|5453682|gn|HEXIM1:10614|	gi|5453682|gn|HEXIM1:10614|	46_Swath_MEPCEJune7-Biorep3	2.715	2.715	1	0.97	0.97	.	0.9720	0.9720	0.0169
MEPCE	gi|20070125|gn|P4HB:5034|	gi|20070125|gn|P4HB:5034|	46_Swath_MEPCEJune7-Biorep3	0.720	0.720	1	0.00	0.00	0.52	0.0000	0.0000	0.9404
MEPCE	gi|4826998|gn|SFPQ:6421|	gi|4826998|gn|SFPQ:6421|	46_Swath_MEPCEJune7-Biorep3	1.450	1.450	1	0.00	0.00	2.69	0.0000	0.0000	0.9404
MEPCE	gi|316983124|gn|RPL36A:6173|	gi|316983124|gn|RPL36A:6173|	46_Swath_MEPCEJune7-Biorep3	0.661	0.661	1	0.03	0.03	0.31	0.0280	0.0280	0.3957
MEPCE	gi|20127479|gn|RBM10:8241|	gi|20127479|gn|RBM10:8241|	46_Swath_MEPCEJune7-Biorep3	2.512	2.512	1	0.00	0.00	1.64	0.0040	0.0040	0.5549
